,,,,,,,REFERENTES,,,STATUS DE COLECCION,,,,,,,,,,,,INCLUDES,,TELA DE LUCIR MUESTRA COLECCION,,,,,TELA DE FORRO MUESTRA COLECCION                                ,,,,,,,,VARIACION DE COLOR,,EMPAQUES,MARQUILLA SATINADA FORRADA,BORDADO EN PRENDA,,SEMIELABORADOS,,PROCESO EXTERNO,,,,,ENTREGABLES COLECCION,,,,,,,REFERENTES DISEÑO TECNICO,,,,,,TELAS,,,,,,INSUMOS,,,BORDADO,,TOTAL,SEMANA 1 - COMENTARIOS DE MEDICION,,,,,SEMANA 2 - COMENTARIOS DE MEDICION,,,,,SEMANA 3 - COMENTARIOS DE MEDICION,,,,,SEMANA 4 - COMENTARIOS DE MEDICION,,,,,SEMANA 5 - COMENTARIOS DE MEDICION,,,,,SEMANA 6 - COMENTARIOS DE MEDICION,,,,,SEMANA 7 - COMENTARIOS DE MEDICION,,,,,,,,EQUIPO TECNICO,,,,,,INFORMACION LOGISTICA MEUSTRA COLECCION,,,,,,COMPOSICIONES MUESTRA COLECCION,,,,,,,,COMPOSICIONES PRODUCCIÓN,,,,,,,0,,,,,,,,,,,,
REF,IMAGEN,CODIGO MD,CODIGO PT,NOMBRE REFERENCIA,COLOR,COD COLOR,FOTO BASADO EN,PT, BASADO EN,STATUS,DISEÑADOR,STATUS TALLER,MODISTA,FOTOS INTERNAS,LINEA,SUBLINEA,TIPO REF, TALLAJE ,LARGO,CLOSURE,LINNED,INCLUDES,INCLUDES DE PAQUETE COMPLETO EN PLANTA,CODIGO TELA DE LUCIR PRINCIPAL EN MUESTRA,FOTO TELA,DESCRIPCION TELA,ANCHO TELA ,BASE TEXTIL,CODIGO TELA DE FORRO,FOTO TELA,DESCRIPCION TELA,ANCHO TELA ,MOD. DE ARTE,UBICACION EN TRAZO,ALL OVER,SUGERENCIA MOD/UBC,VARIACION DE COLOR,REF,TIPO DE EMPAQUE,APLICA O NO,APLICA O NO APLICA,DESCRIPCION,APLICA O NO APLICA,DESCRIPCION,PROVEEDOR,PROCESO EXTERNO,COSTO,STYLING,FOTO PRODUCTO,COMENTARIOS,TERMINADO EN TALLER PARA COSTEO TELAS,ENTREGABLE CREATIVO,"ENTREGABLE TECNICO  
41,,MD04167,PT04482,WINE DEL MAR ONEPIECE,,,,PT03036,BLACK/ECRU DEL MAR ONEPIECE SV25,EN PROCESO,YAMILET,TERMINADO,FANNY GOMEZ,OK FOTO EN AUDACES,SWIMWEAR,ONEPIECE,SW, XS-S-M-L-XL ,,,,N/A,N/A,TE00011438,,"CRINKLE LYCRA, ART.RN-2181 - SEVNA, COL.WINE",1.2,CRINKLE LYCRA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SOLIDO,,,,,,,,,,,,,SI,,,OK,,,,,,PT03036,BLACK/ECRU DEL MAR ONEPIECE SV25,SAP,SOLIDO,,X,0.42,,,,,x,,#N/A,,,,,,,,,,PROGRAMACION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK 

SV25 REF.48 PT03036 BLACK/ECRU DEL MAR ONEPIECE OT02254",,SOLIDO,OK MARQUILLA ,,,,,igual,,WOMEN ONEPIECE KNITTED,"88% RECYCLED POLYAMIDE
12% ELASTANE",KNITTED,N/A,,OK,,,WOMEN ONEPIECE KNITTED,"88% RECYCLED POLYAMIDE
12% ELASTANE",KNITTED,,,,,,,,,,,,,,,,
42,,MD04232,PT04468,TROPICAL CRUISER TUNIC DRESS,,,,PT03398,ECRU/NAVY WILD SAVANNAH TUNIC DRESS WS26,EN PROCESO,FER,TERMINADO,ALEJANDRA ROJAS,,DRESSES,TUNIC,DS, 0-2-4-6-8-10-12 ,,,,EMBROIDERED STRAP EDGE,N/A,TE00012474,,"PRINTED LIGHT POPLIN, art.CAMBRIDGE - LISA, WS27 TROPICAL WILD BLACK/ECRU 80CMS",1.42,LIGHT POPLIN,,#N/A,#N/A,#N/A,SI,N/A,N/A,MODIFICACIÓN DE ARTE,,,,,,,,,,,,,SI,,,OK,,,,,#N/A,#N/A,,REPROGRAMACIÓN MOD ARTE,MODIFICACIÓN DE ARTE,,X,4.05MTS,,,,,,,TERMINADO,,,,,,,,,,,,,,PROGRAMACION,,,,,,,,,"ENMARCAR CON LA CENEFA GAUCHA EN LIGHT POPLIN RUEDO, MANGAS Y CUELLO",,,,,,,,,,,,,,,,,,,,,,"PENDIENTE 

VER PRENDA FINAL PARA CONFIRMAR REFERENTE SI LLEVA CENEFA EN RUEDO Y CINTURON OK REFERENTE",,MODIFICACIÓN DE ARTE,OK MARQUILLA ,,,,,IGUAL,,WOMEN TUNIC DRESS IN WOVEN FABRIC,100% COTTON,WOVEN,,,,,,WOMEN TUNIC DRESS IN WOVEN FABRIC,100% COTTON,WOVEN,,,,,,,,,,,,,,,,
43,,MD04147,PT04469,,,,#N/A,#N/A,,CANCELADO CORTADO,CLAUDIA,CANCELADO,LUCY RAMOS,,DRESSES,,DS, 0-2-4-6-8-10-12 ,,,,,,TEN0003495,,TIFFANY 09 NEGRO,"1,4",,,,#N/A,#N/A,,,,CANCELADO,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,CANCELADO,CANCELADO,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,,,,,cancelado,,,,,,,,,,,,,,,,,,,,,,,,,,,CANCELADO,,,,,,,,WOMEN ANKLE DRESS IN WOVEN FABRIC,100% VISCOSE,WOVEN,,,,,,,,,,,,,,,,,,,,,,,,
44,,MD04168,PT04483,CHOCOLATE/ECRU SEAWATERS BIKINI TOP,,,,PT03499,PALMS BLACK/SAND SEAWATERS BIKINI TOP WS26,EN PROCESO,YAMILET,TERMINADO,JIMENA BORJA,OK FOTO PRENDA,SWIMWEAR,BIKINI TOP,SW, XS-S-M-L-XL ,,,,N/A,N/A,TE00011282,,"RECYCLED SOLID LYCRA, ART.5208 CANET - ESTILMAR, COL.0B5 BROWN",1.50,LYCRA,TEN0007433,,LYCRA BAHIA PEACH COL 171436,1.56,N/A,N/A,N/A,SOLIDO,,,,,,,,,,,,,SI,,,OK,,,,,,PT03499,PALMS BLACK/SAND SEAWATERS BIKINI TOP WS26,SAP,SOLIDO,"TIENE 2 TELAS DIFERENTES, NO PASA DIRECTO",X,,,,,,X,,#N/A,,,,,,,,,,,,,,PROGRAMACION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK 
REF 25 PT03908 FIRE RED SEAWATERS BIKINI TOP OT02817 SV26 ",,SOLIDO,OK MARQUILLA ,,,,,"igual, telas difentes",,WOMEN BIKINI TOP KNITTED,"42.5% RECYCLED POLYESTER
39% RECYCLED POLYAMIDE
18,5% ELASTANE",KNITTED,"80% POLYESTER
20% ELASTANE",,OK,,,WOMEN BIKINI TOP KNITTED,"42.5% RECYCLED POLYESTER
39% RECYCLED POLYAMIDE
18,5% ELASTANE",KNITTED,"80% POLYESTER
20% ELASTANE",,,,,,,,,,,,,,,
45,,MD04169,PT04484,MAREÉ BIKINI BOTTOM,,,N/A,N/A,N/A,EN PROCESO,YAMILET,TERMINADO,FANNY GOMEZ,,SWIMWEAR,BIKINI BOTTOM,SW, XS-S-M-L-XL ,N/A,SLIP ON,SI,N/A,N/A,TE00011282,,"RECYCLED SOLID LYCRA, ART.5208 CANET - ESTILMAR, COL.0B5 BROWN",1.50,LYCRA,TEN0007433,,LYCRA BAHIA PEACH COL 171436,1.56,N/A,N/A,N/A,SOLIDO,,,,,,,,,,,,,SI,,,OK,,,,,#N/A,#N/A,,TECNICO,SOLIDO,,X,,,,,,X,,#N/A,,,,,,,,,,,,,,PROGRAMACION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOLIDO,OK MARQUILLA ,,,,,nuevo,,WOMEN BIKINI BOTTOM KNITTED,"68% RECYCLED POLYESTER
16% RECYCLED POLYAMIDE
16% ELASTANE",KNITTED,"80% POLYESTER
20% ELASTANE",,OK,,,WOMEN BIKINI BOTTOM KNITTED,"68% RECYCLED POLYESTER
16% RECYCLED POLYAMIDE
16% ELASTANE",KNITTED,"80% POLYESTER
20% ELASTANE",,,,,,,,,,,,,,,
46,,MD04170,PT04485,MEMORIAS DE SAL ONEPIECE,,,N/A,N/A,N/A,EN PROCESO,MARGARITA,TERMINADO,SONIA QUIÑONEZ,OK FOTO EN AUDACES,SWIMWEAR,ONEPIECE,SW, XS-S-M-L-XL ,,,,N/A,N/A,TEN0000350,,LYCRA NEGRA 390 VITA COL 9240 NERO,1.50,LYCRA,TEN0007435,,LYCRA BAHIA ANTIQUE ECRU COL 120910,1.56,N/A,N/A,N/A,SOLIDO,,,,,,,,,,,,,SI,,,OK,,,,,#N/A,#N/A,,TECNICO,SOLIDO,,X,0.39MTS,,,,,X,,#N/A,,,,,,,,,,,,,,PROGRAMACION,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOLIDO,OK MARQUILLA ,,,,,nuevo,,WOMEN ONEPIECE KNITTED,"78% RECYCLED POLYAMIDE
22% ELASTANE",KNITTED,"80% POLYESTER
20% ELASTANE",,OK,,,WOMEN ONEPIECE KNITTED,"78% RECYCLED POLYAMIDE
22% ELASTANE",KNITTED,"80% POLYESTER
20% ELASTANE",,,,,,,,,,,,,,,
47,,MD04171,PT04486,,,,,PT03983,ECRU PALM TEXTURE ONEPIECE SV26,CANCELADO SIN CORTAR,MARIA DEL MAR,CANCELADO,,,SWIMWEAR,ONEPIECE,SW, XS-S-M-L-XL ,,,,EMBROIDERED,N/A,TE00009488,,"LYCRA VITTA 0427J RATTI, COL.CACAO
",1.50,LYCRA,,#N/A,#N/A,#N/A,,,,CANCELADO,,,,,,,,,,,,,,,,,,,,,,PT03983,ECRU PALM TEXTURE ONEPIECE SV26,CANCELADO,CANCELADO,,,,,,,,,,CANCELADO ,,,,,,,,,,,,,,PROGRAMACION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK 

REF 83 PT03983 ECRU PALM TEXTURE ONEPIECE OT02863 SV26",,CANCELADO,,,,,,,,WOMEN ONEPIECE KNITTED,"78% RECYCLED POLYESTER
22% ELASTANE",KNITTED,,,,,,,,,,,,,,,,,,,,,,,,
48,,MD04172,PT04490,BLACK/ECRU WILD HERITAGE ONEPIECE,,,N/A,N/A,N/A,EN PROCESO,MARIA DEL MAR,CONFECCION,LUZ MARY MORALES,OK FOTO EN AUDACES,SWIMWEAR,ONEPIECE,SW, XS-S-M-L-XL ,,,,EMBROIDERED,N/A,TE00012441,,"PRINTED TERRY art.FY0446J/RICI RATTI, WS27 DEER DOTS BLACK/ECRU 5CMS",1.40,TERRY,TEN0003152,,LYCRA BAHIA 33474 COL194006 NEGRO,"1,56",N/A,N/A,SI,ALL OVER,,,,,,,,,,,,,SI,,,,,,,,,PT03993,NAVY/ECRU GLEYMOON ANKLE DRESS SV26,CREATIVO,ALL OVER,,X,1.67MTS,,,,,X,,TERMINADO,,,,,,,,,,,,,,,PROGRAMACION,,ENMARCAR  TODO CON ECRU,,,corta este cinturon solo con la piola en contorno y Aquilino miramos como lo vamos a bordar,,,OK,,,,,,,,,,,,,,,,,,,,,,"CAMBIAR REFERENTE

REVISAR 
 
REF 100 PT03993 NAVY/ECRU GLEYMOON  ANKLE DRESS SV26
",,ALL OVER,OK MARQUILLA ,,,,,CAMBIO,,WOMEN DRESS KNITTED,"85% POLYAMIDE
15% ELASTANE",KNITTED,,,,,,WOMEN DRESS KNITTED,"85% POLYAMIDE
15% ELASTANE",KNITTED,,,,,,,,,,,,,,,,
49,,MD04173,PT04491,GOLDEN TIDE TOP,,,N/A,N/A,N/A,EN PROCESO,FER,TERMINADO,ISABEL VALENCIA,,TOPS,TOP,TP, XS-S-M-L-XL ,,,,N/A,N/A,TE00010258,,"PALM COTTON MESH, ART. TMC E8736-A PREVIEW, WS25, PALM TRIM ANTIQUE ECRU",1.40,COTTON MESH,,#N/A,#N/A,#N/A,N/A,SI,N/A,UBICACIÓN EN TRAZO,,,,,,,,,,,,,SI,,,,,,,,#N/A,#N/A,,UBICACIÓN TRAZO,UBICACIÓN EN TRAZO,,X,1.90MTS,,,,,X,,TERMINADO,X,,,,,,,,,,,,,,PROGRAMACION,,,,,PONERLE LAS MANGAS DE LA REFERENCIA DE BURGOS REF#32,,,EL ESCOTE DEBE QUEDAR MAS ABAJO DONDE MARCO GABI,,,,,,,,,,,,,,,,,,,,,,NUEVO,,UBICACIÓN EN TRAZO,OK MARQUILLA ,,,,,NUEVA,,WOMEN TOP IN WOVEN FABRIC,100% COTTON,WOVEN,N/A,POMPON,OK,,,WOMEN TOP IN WOVEN FABRIC,100% COTTON,WOVEN,,,,,,,,,,,,,,,,
50,,MD04233,PT04489,CALIMA SHORT,,,,PT01704,LINKA SHORT WS24,EN PROCESO,OSMAN,TERMINADO,SINDY VASQUEZ,,PANTS,SHORT,PS, 0-2-4-6-8-10-12 ,,,,N/A,N/A,TE00009495,,"SOLID TERRY 027P0008290, COL.10 BLACK",1.35,TERRY,,#N/A,#N/A,#N/A,N/A,N/A,N/A,SOLIDO,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,TECNICO,SOLIDO,,X,"1.12 MT
MOD DE ARTE",,,,,X,,#N/A,,,,,,,,,,,,,,,PROGRAMACION,,,,DEBE QUEDAR MAS CORTO.,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOLIDO,OK MARQUILLA ,,,,,nuevo,,WOMEN SHORT KNITTED,100% COTTON,KNITTED,N/A,,OK,,,WOMEN SHORT KNITTED,100% COTTON,KNITTED,,,,,,,,,,,,,,,,
51,,MD04234,PT04492,SOL DE PIEL DRESS,,,,PT03423,BLACK/ECRU SPIRITUAL HEALERS ANKLE DRESS WS26,EN PROCESO,MARGARITA,TERMINADO,LUISA  HERNANDEZ,OK FOTO EN AUDACES,DRESSES,,DS, 0-2-4-6-8-10-12 ,,,,N/A,N/A,TE00012447,,"PRINTED ECO GEORGETTE art.VIK058N/FSC RATTI, WS27 Bohemian Leopard 60CM",1.35,ECO GEORGETTE,N/A,N/A,N/A,N/A,N/A,N/A,SI,ALL OVER,,,,,,,,,,,,,SI,,,OK,,,,,#N/A,#N/A,,TECNICO,ALL OVER,,X,3.08MTS,,,,,X,,TERMINADO,X,,,,,,,,,,,,,,,PROGRAMACION,,Hacerle canal punto al al delantero,,QUITARLE  EN EL CUELLO Y DEJAR MENOS ZURCIDO EN EL TOP DEL POSTERIOR,,,,,,,,,,,,,,,,,,,,,,,,,,,ALL OVER,OK MARQUILLA ,,,,,cambio,,WOMEN DRESS IN WOVEN FABRIC,"100% VISCOSE",WOVEN,N/A,,OK,,,WOMEN DRESS IN WOVEN FABRIC,"100% VISCOSE",WOVEN,,,,,,,,,,,,,,,,
52,,MD04174,PT04498,ROOTED POWER PONCHO,,,,PT01720,BUSHVELD PONCHO WS24,EN PROCESO,OSMAN,TERMINADO,YULEIMI LUCUMI,,TOPS,PONCHO,TP, XS-S-M-L-XL ,,,,EMBROIDERED STRAP EDGE,N/A,TE00012473,,"PRINTED LIGHT POPLIN, art.CAMBRIDGE - LISA, WS27 MAPUCHE EMBROIDERIES ECRU/BLACK 57CMS",1.42,LIGHT POPLIN,,#N/A,#N/A,#N/A,SI,N/A,N/A,MODIFICACIÓN DE ARTE,,,,,,,,,,,,,SI,,,,,,,,#N/A,#N/A,,TECNICO,MODIFICACIÓN DE ARTE,,X,1.29 MT,,,,,,,TERMINADO,,,,,,,,,,,,,,,,,PROGRAMACION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MODIFICACIÓN DE ARTE,OK MARQUILLA ,,,,,nuevo,,WOMEN PONCHO IN WOVEN FABRIC,100% COTTON,WOVEN,,,,,,WOMEN PONCHO IN WOVEN FABRIC,100% COTTON,WOVEN,,,,,,,,,,,,,,,,
53,,MD04175,PT04499,LEOPARD TAITA BIKINI BOTTOM,,,,PT03944,ECRU/BLACK TAITA BIKINI BOTTOM SV26,EN PROCESO,MARIA DEL MAR,TERMINADO,MARTA RAMIREZ,OK FOTO EN AUDACES,SWIMWEAR,BIKINI BOTTOM,SW, XS-S-M-L-XL ,,,,N/A,N/A,TE00012430,,"PRINTED LYCRA, art.VITTA-FY0427J RATTI, WS27 Bohemian Leopard 60CM",1.42,LYCRA,TEN0003152,,LYCRA BAHIA 33474 COL194006 NEGRO,"1,56",N/A,N/A,SI,ALL OVER,,,,,,,,,,,,,SI,,,OK,,,,,,PT03944,ECRU/BLACK TAITA BIKINI BOTTOM SV26,SAP,ALL OVER,,X,,,,,,X,,#N/A,,,,,,,,,,,,,,,,,PROGRAMACION,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,"OK 

(REFERENTE ALL OVER)
 REF 45 PT02129 BLACK TAITA BIKINI BOTTOM OT01548 SV24 ",,ALL OVER,OK MARQUILLA ,,,,,IGUAL,,WOMEN BIKINI BOTTOM KNITTED,"78% POLYAMIDE
22% ELASTANE",KNITTED,"80% POLYESTER
20% ELASTANE",,OK,,,WOMEN BIKINI BOTTOM KNITTED,"78% POLYAMIDE
22% ELASTANE",KNITTED,,,,,,,,,,,,,,,,
54,,MD04176,PT04500,LEOPARD KONIBO BIKINI TOP,,,,PT03066,SAND/BLACK KONIBO BIKINI TOP SV25,EN PROCESO,MARIA DEL MAR,CONFECCION,MARTA RAMIREZ,,SWIMWEAR,BIKINI TOP,SW, XS-S-M-L-XL ,,,,EMBROIDERED STRAP EDGE,N/A,TE00012430,,"PRINTED LYCRA, art.VITTA-FY0427J RATTI, WS27 Bohemian Leopard 60CM",1.42,LYCRA,TEN0003152,,LYCRA BAHIA 33474 COL194006 NEGRO,"1,56",N/A,N/A,SI,ALL OVER,,,,,,,,,,,,,SI,,,OK,,,,,,PT03492,TRIBAL RED/ECRU KONIBO BIKINI TOP WS26,SAP,ALL OVER,,x,0.64 MT,,,,,x,,TERMINADO,X,,,,,,,,,,,,,,,,PROGRAMACION,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALL OVER,OK MARQUILLA ,,,,,IGUAL,,WOMEN BIKINI TOP KNITTED,"78% POLYAMIDE
22% ELASTANE",KNITTED,N/A,,OK,,,WOMEN BIKINI TOP KNITTED,"78% POLYAMIDE
22% ELASTANE",KNITTED,,,,,,,,,,,,,,,,
55,,MD04289,PT04493,MARSALA EMPOWERMENT MOVEMENT DRESS,,,,PT03476,GREEN EMPOWERMENT MOVEMENT ANKLE SKIRT WS26,EN PROCESO,BURGOS,TERMINADO,MARIA EUGENIA SARRIA,,DRESSES,,DS, 0-2-4-6-8-10-12 ,,,,,,TE00011436,,"CRINKLE LYCRA, ART.RN-2181 - SEVNA, COL.MARSALA",1.20,LYCRA CRINKLE/LINEN,,,#N/A,#N/A,N/A,N/A,N/A,SOLIDO,,,,,,,,,,,,,SI,,,,,,,,#N/A,#N/A,,PARAMETRIZACIÓN,SOLIDO,,X,"0.69 MTS CRINKLE
2.31MTS LINO",,,,,X,,,,,,,,,,,,,,,,,,,PROGRAMACION,DESCADERADO,,"REALIZAR COLLAR EN BORDADO. 
 REVISAR LARGO

CANCELADO",,,,,,,,,,,,,,,,,,,,,,,,,,,SOLIDO,OK MARQUILLA ,,,,,,,WOMEN ANKLE DRESS IN WOVEN FABRIC,"70% LINEN
27% RECYCLED POLYAMIDE
3% ELASTANE",WOVEN,,,,,,WOMEN ANKLE DRESS IN WOVEN FABRIC,"70% LINEN
27% RECYCLED POLYAMIDE
3% ELASTANE",WOVEN,,,,,,,,,,,,,,,,
56,,MD04227,PT04494,MOTHER ISLAND DRESS,,,,PT03091,BLACK MARINER MAXI DRESS SV25,EN PROCESO,BURGOS,TERMINADO,JIMENA BORJA,OK FOTO PRENDA,DRESSES,,DS, 0-2-4-6-8-10-12 ,,,,,,TE00009330,,"CRINKLE LYCRA, ART.RN-2181 SEVNNA, col.BLACK",1.20,CRINKLE LYCRA / LINO,,,#N/A,#N/A,N/A,N/A,N/A,SOLIDO,,,,,,,,,,,,,SI,,,,,,,,#N/A,#N/A,,PARAMETRIZACIÓN,SOLIDO,,X,"0.38MTS CRINKLE
2.74MTS LINO ",,,,,X,,,,,,,,,,,,,,,,,,,PROGRAMACION,MEDIDO,,"REALIZAR COLLAR EN BORDADO. 
 REVISAR LARGO

CANCELADO",,,,,,,,,,,,,,,,,,,,,,,,,,,SOLIDO,OK MARQUILLA ,,,,,,,WOMEN ANKLE DRESS IN WOVEN FABRIC,"70% LINEN
27% RECYCLED POLYAMIDE
3% ELASTANE",WOVEN,N/A,,OK,,,WOMEN ANKLE DRESS IN WOVEN FABRIC,"70% LINEN
27% RECYCLED POLYAMIDE
3% ELASTANE",WOVEN,,,,,,,,,,,,,,,,
57,,MD04235,PT04495,ECRU/NAVY ANOTHER CHANCE MAXI DRESS,,,,PT03394,ANOTHER CHANCE MAXI DRESS WS26,EN PROCESO,BURGOS,TERMINADO,MARIA EUGENIA SARRIA,OK FOTO EN AUDACES,DRESSES,,DS, 0-2-4-6-8-10-12 ,,,,N/A,N/A,TE00012528,,"PRINTED LIGHT LINEN art.W0448FEB CLERICI, WS27 MAPUCHE BORDERS ECRU/NAVY 37,5CM",1.45,LIGHT LINEN,,#N/A,#N/A,#N/A,SI,N/A,N/A,MODIFICACIÓN DE ARTE,,,,,,,,,,,,,SI,,,,,,,,#N/A,#N/A,,REPROGRAMACIÓN MOD ARTE,MODIFICACIÓN DE ARTE,,X,"2.97 MT
MOD DE ARTE",,,,,X,,#N/A,,,,,,,,,,,,,,,,,PROGRAMACION,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,MODIFICACIÓN DE ARTE,OK MARQUILLA ,,,,,"CAMBIA POR TAMAÑO DE PRINT, NO SE PUEDE MANEJAR EL MISMO CONSUMO",,WOMEN MAXI DRESS IN WOVEN FABRIC,100% LINEN,WOVEN,100% VISCOSE,,OK,,,WOMEN MAXI DRESS IN WOVEN FABRIC,100% LINEN,WOVEN,,,,,,,,,,,,,,,,
58,,MD04297,PT04496,,,,,PT03450,PINK/CHERRY WILD SAVANNAH TUNIC DRESS WS26,SE RETOMA EN RESORT 27,CLAUDIA,CANCELADO,DIANA ADARME,,DRESSES,,DS, 0-2-4-6-8-10-12 ,,,,,,TE00008887,,"SOLID LINEN JULIA 43003, COL. VANILA 1591","1,5",LINEN,,,#N/A,#N/A,,,,CANCELADO,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,CANCELADO,CANCELADO,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,,PASA A RE27,,,,,,,,,,,,,,,,,,,,,,,,,,,CANCELADO,,,,,,,,WOMEN DRESS IN WOVEN FABRIC,100% ORGANIC LINEN,WOVEN,,,,,,,,,,,,,,,,,,,,,,,,
59,,MD04177,PT04501,TERRY UCAYALI RIVER ONEPIECE,,,,PT02084,BLACK/BROWN UCAYALI RIVER ONEPIECE SV24,EN PROCESO,MARIA DEL MAR,TERMINADO,MARTA RAMIREZ,,SWIMWEAR,ONEPIECE,SW, XS-S-M-L-XL ,,,,EMBROIDERED STRAP EDGE,N/A,TE00012440,,"PRINTED TERRY art.FY0446J/RICI RATTI, WS27 MAPUCHE LINES ECRU/BLACK 80CM",1.40,TERRY,TEN0007435,,LYCRA BAHIA ANTIQUE ECRU COL 120910,1.56,SI,N/A,N/A,MODIFICACIÓN DE ARTE,,,,,,,,,,,,,SI,,,,,,,,#N/A,#N/A,,TRAZO/MOD ARTE,MODIFICACIÓN DE ARTE,,X,0.47MTS,,,,,x,,TERMINADO,x,,,,,,,,,,,,,,,,PROGRAMACION,,,OK,,,,,,,,,,,,,,,,,,,,,MODIFICAR EL ARTE,,,,OK,,MODIFICACIÓN DE ARTE,OK MARQUILLA ,,,,,CONSUMO POR BASE TEXTIL,,WOMEN ONEPIECE KNITTED,"85% POLYAMIDE
15% ELASTANE",KNITTED,"80% POLYESTER
20% ELASTANE",,OK,,,,SAP DICE BAHIA,,,,,,,,,,,,,,,,,
60,,MD04178,PT04502,TERRY WILD HERITAGE ONEPIECE,,,N/A,N/A,N/A,EN PROCESO,YAMILET,TERMINADO,JIMENA BORJA,OK FOTO EN AUDACES,SWIMWEAR,ONEPIECE,SW, XS-S-M-L-XL ,N/A,,,EMBROIDERED STRAP EDGE,N/A,TE00012438,,"PRINTED TERRY art.FY0446J/RICI RATTI, WS27 WILD HORSES ECRU/WINE 50CMS",1.40,TERRY,TEN0007435,,LYCRA BAHIA ANTIQUE ECRU COL 120910,1.56,SI,N/A,N/A,MODIFICACIÓN DE ARTE,,,,,,,,,,,,,SI,,,,,,,,#N/A,#N/A,,TRAZO/MOD ARTE,MODIFICACIÓN DE ARTE,,X,0.47MTS,,,,,X,,CANCELADO ,,,,,,,,,,,,,,,,,PROGRAMACION,Agregarle framilon  al escote,,,SE ESTA VOLTEANDO EL FRAMILON,,OK,,,,,,,,,,,,,,,,,,,,CORDÓN,,"REF  120
PT04013
SALT AND SADDLE ONEPIECE SV26 - EN WS27 NO TIENE SESGOS EN ESCOTE NI EN PIERNAS. 
JEFERSON:   4 TIRAS ",,MODIFICACIÓN DE ARTE,MARQUILLA OK,,,,,nuevo,,WOMEN ONEPIECE KNITTED,"85% POLYAMIDE
15% ELASTANE",KNITTED,,,,,,,,,,,,,,,,,,,,,,,,
61,,MD04179,PT04503,DOTS GREEN/ECRU BANDANA MARINA BIKINI TOP,,,,PT03912,GREEN/NUDE BANDANA MARINA BIKINI TOP SV26,EN PROCESO,MARIA DEL MAR,TERMINADO,LUZ MARY MORALES,OK FOTO EN AUDACES,SWIMWEAR,BIKINI TOP,SW, XS-S-M-L-XL ,N/A,,,N/A,N/A,TE00012434,,"PRINTED LYCRA, art.VITTA-FY0427J RATTI, WS27 DEER DOTS GREEN/ECRU 5CMS",1.42,LYCRA,TEN0007434,,LYCRA BAHIA CAFE COL 191241,1.56,N/A,N/A,SI,ALL OVER,,,,,,,,,,,,,SI,,,OK,,,,,,PT03912,GREEN/NUDE BANDANA MARINA BIKINI TOP SV26,SAP,ALL OVER,,X,0.39 MTS,,,,,X,,#N/A,,,,,,,,,,,,,,,,,PROGRAMACION,,MEDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,"OK 
REF 84 PT03462 SHIMMERING PEACH HELICONIA BIKINI TOP OT02520 WS26 ",,ALL OVER,OK MARQUILLA ,,,,,CAMBIO,,WOMEN BIKINI TOP KNITTED,"78% POLYAMIDE
22% ELASTANE",KNITTED,"80% POLYESTER
20% ELASTANE",,OK,,,WOMEN BIKINI TOP KNITTED,"78% POLYAMIDE
22% ELASTANE",KNITTED,,,,,,,,,,,,,,,,
